influenced,influences,link,name
,"Aristotle,Elizabeth Anscombe,Philippa Foot",https://en.wikipedia.org/wiki/Rosalind_Hursthouse,Rosalind Hursthouse
,,https://en.wikipedia.org/wiki/Pericles,Pericles
,,https://en.wikipedia.org/wiki/Candace_Vogler,Candace Vogler
"Ernest Lepore,Zenon Pylyshyn,Steven Pinker","Hilary Putnam,Sydney Morgenbesser,Franz Joseph Gall,Noam Chomsky,David Hume,Søren Kierkegaard",https://en.wikipedia.org/wiki/Jerry_Fodor,Jerry Fodor
,,https://en.wikipedia.org/wiki/Thomas_Nagel,Thomas Nagel
,,https://en.wikipedia.org/wiki/Bernard_Williams,Bernard Williams
"P. F. Strawson,John Searle,Stephen Schiffer,Dan Sperber,Deirdre Wilson,Stephen Neale,Jonathan Bennett (philosopher),Kent Bach,Ernest Lepore,Stephen C. Levinson","Aristotle,P. F. Strawson",https://en.wikipedia.org/wiki/H._P._Grice,Paul Grice
"Philippa Foot,Elizabeth Anscombe,Martha Nussbaum","Plato,Simone Weil,Jean-Paul Sartre,Philippa Foot,Stuart Hampshire",https://en.wikipedia.org/wiki/Iris_Murdoch,Iris Murdoch
,,https://en.wikipedia.org/wiki/Franz_Xaver_von_Baader,Franz Xaver von Baader
,,https://en.wikipedia.org/wiki/Aleksey_Khomyakov,Aleksey Khomyakov
,,https://en.wikipedia.org/wiki/Ivan_Dev%C4%8Di%C4%87,Ivan Devčić
"Aldous Huxley,Allen Ginsberg,Gary Snyder,Chungliang Al Huang,Monica Furlong,Seraphim Rose,Robert Anton Wilson","Gautama Buddha,Laozi,Bankei Yōtaku,Christmas Humphreys,Ruth Fuller Sasaki,D. T. Suzuki,Carl Jung,Joseph Campbell,Jean Burden,Haridas Chaudhuri,Jiddu Krishnamurti",https://en.wikipedia.org/wiki/Alan_Watts,Alan Watts
,,https://en.wikipedia.org/wiki/Peter_Maurin,Peter Maurin
,"John of Damascus,Nikolai Berdyaev,Arthur Danto,Noam Chomsky,Jean Baudrillard,John Zizioulas,Guy Debord,Slavoj Žižek",https://en.wikipedia.org/wiki/Davor_D%C5%BEalto,Davor Džalto
,,https://en.wikipedia.org/wiki/Richard_Kroner,Richard Kroner
,,https://en.wikipedia.org/wiki/Aldous_Huxley,Aldous Huxley
"Greg Boyd (theologian),Cornelius Castoriadis,Vernard Eller,Ivan Illich,Ted Kaczynski,Randal Marlin,Thomas Merton,William Stringfellow,Paul Virilio,Langdon Winner,John Zerzan,Willem H. Vanderburg","John Calvin,Søren Kierkegaard,Pierre-Joseph Proudhon,Karl Marx,Christoph Blumhardt,Karl Barth,Nikolai Berdyaev,Max Weber,Bernard Charbonneau",https://en.wikipedia.org/wiki/Jacques_Ellul,Jacques Ellul
"Walter Sinnott-Armstrong,Joshua Gert (page does not exist)","Thomas Hobbes,Kurt Baier,John Stuart Mill,Immanuel Kant,W.D. Ross,John Rawls",https://en.wikipedia.org/wiki/Bernard_Gert,Bernard Gert
,"Aristotle,Hugo Grotius,Samuel von Pufendorf,John Locke,Ayn Rand,Leonard Peikoff,Philippa Foot,Rosalind Hursthouse",https://en.wikipedia.org/wiki/Tara_Smith_(philosopher),Tara Smith (philosopher)
,,https://en.wikipedia.org/wiki/Robert_Audi,Robert Audi
"William James,Victoria, Lady Welby","William James,Protagoras",https://en.wikipedia.org/wiki/F.C.S._Schiller,F. C. S. Schiller
,,https://en.wikipedia.org/wiki/Sergey_Bulgakov,Sergei Bulgakov
"D. H. Lawrence,Georges Bataille,Nikolai Berdyaev,Emil Cioran,Sergei Bulgakov,Albert Camus,John Middleton Murry,Jules de Gaultier,Lucien Lévy-Bruhl,Czesław Miłosz,Gilles Deleuze,Martin Heidegger,Edmund Husserl","Friedrich Nietzsche,Søren Kierkegaard,Blaise Pascal,Baudelaire,Fyodor Dostoyevsky,Leo Tolstoy,Lermontov,Chekhov,William Shakespeare,Spinoza,Plotinus,Heinrich Heine,Edmund Husserl,Martin Luther",https://en.wikipedia.org/wiki/Lev_Shestov,Lev Shestov
,Jerry Fodor,https://en.wikipedia.org/wiki/Zenon_Pylyshyn,Zenon Pylyshyn
,,https://en.wikipedia.org/wiki/Franz_Joseph_Gall,Franz Joseph Gall
,,https://en.wikipedia.org/wiki/Sydney_Morgenbesser,Sidney Morgenbesser
,,https://en.wikipedia.org/wiki/Steven_Pinker,Steven Pinker
,,https://en.wikipedia.org/wiki/John_Zizioulas,John Zizioulas
,"Baruch Spinoza,Maurice Merleau-Ponty,A. J. Ayer",https://en.wikipedia.org/wiki/Stuart_Hampshire,Stuart Hampshire
"Albert Camus,Giorgio Agamben,Iris Murdoch,Anne Carson,Pope Paul VI,Diogenes Allen,Flannery O'Connor,Dorothy Day,Thomas Merton,Dewi Zephaniah Phillips,Peter Winch,Czeslaw Milosz,János Pilinszky,Jean-Luc Godard,Cornel West,Tim Keller (pastor),Pankaj Mishra","Plato,Aristotle,Socrates,Voltaire,Jean-Jacques Rousseau,René Descartes,Baruch Spinoza,Immanuel Kant,New Testament,Bhagavad Gita,Louise Michel,Karl Marx,Sigmund Freud,Friedrich Nietzsche,Charles Darwin,Homer,Émile Chartier",https://en.wikipedia.org/wiki/Simone_Weil,Simone Weil
Nikolai Berdyaev,"Immanuel Kant,Plotinus,Hegel,Fyodor Dostoyevsky,Nicolaus Cusanus,Vladimir Solovyov (philosopher),Friedrich Nietzsche,Nikolai Berdyaev",https://en.wikipedia.org/wiki/Semyon_Frank,Semyon Frank
,,https://en.wikipedia.org/wiki/Konstantin_Leontiev,Konstantin Leontiev
,,https://en.wikipedia.org/wiki/Gary_Snyder,Gary Snyder
,Ayn Rand,https://en.wikipedia.org/wiki/Leonard_Peikoff,Leonard Peikoff
,,https://en.wikipedia.org/wiki/Ayn_Rand,Ayn Rand
,,https://en.wikipedia.org/wiki/Allen_Ginsberg,Allen Ginsberg
,,https://en.wikipedia.org/wiki/John_Calvin,John Calvin
"Gustavus Adolphus of Sweden,John Milton,John Selden,Thomas Hobbes,Richard Cumberland (philosopher),Samuel von Pufendorf,John Locke,Jean-Jacques Rousseau,Giambattista Vico,Cornelius van Bynkershoek,Jean Barbeyrac,Baruch Spinoza","Alberico Gentili,Jean Bodin,Francisco Suárez",https://en.wikipedia.org/wiki/Hugo_Grotius,Hugo Grotius
,,https://en.wikipedia.org/wiki/Samuel_von_Pufendorf,Samuel von Pufendorf
,,https://en.wikipedia.org/wiki/Willem_H._Vanderburg,Willem H. Vanderburg
"Bob Black,World Trade Organization Ministerial Conference of 1999 protest activity,Green Anarchy,Species Traitor","Theodor W. Adorno,Jean Baudrillard,Guy Debord,Marshall Sahlins,Richard Borshay Lee,Ivan Illich,Pierre Joseph Proudhon,Mikhail Bakunin,Max Stirner,Karl Marx,Charles Darwin,Sigmund Freud,Friedrich Nietzsche,Emma Goldman,Peter Kropotkin,Henry David Thoreau,Murray Bookchin,Jacques Ellul",https://en.wikipedia.org/wiki/John_Zerzan,John Zerzan
,,https://en.wikipedia.org/wiki/Langdon_Winner,Langdon Winner
,,https://en.wikipedia.org/wiki/William_Stringfellow,William Stringfellow
,,https://en.wikipedia.org/wiki/Randal_Marlin,Randal Marlin
,,https://en.wikipedia.org/wiki/Thomas_Merton,Thomas Merton
,,https://en.wikipedia.org/wiki/Ted_Kaczynski,Ted Kaczynski
,,https://en.wikipedia.org/wiki/Czes%C5%82aw_Mi%C5%82osz,Czesław Miłosz
,,https://en.wikipedia.org/wiki/Lucien_L%C3%A9vy-Bruhl,Lucien Lévy-Bruhl
,,https://en.wikipedia.org/wiki/Jules_de_Gaultier,Jules de Gaultier
,,https://en.wikipedia.org/wiki/John_Middleton_Murry,John Middleton Murry
,,https://en.wikipedia.org/wiki/Sergei_Bulgakov,Sergei Bulgakov
,,https://en.wikipedia.org/wiki/J%C3%A1nos_Pilinszky,János Pilinszky
,,https://en.wikipedia.org/wiki/Pankaj_Mishra,Pankaj Mishra
,,https://en.wikipedia.org/wiki/D._H._Lawrence,D. H. Lawrence
,,https://en.wikipedia.org/wiki/Tim_Keller_(pastor),Tim Keller (pastor)
,,https://en.wikipedia.org/wiki/Jean-Luc_Godard,Jean-Luc Godard
,,https://en.wikipedia.org/wiki/Czeslaw_Milosz,Czesław Miłosz
,,https://en.wikipedia.org/wiki/Peter_Winch,Peter Winch
,"Immanuel Kant,Søren Kierkegaard,Simone Weil,Ludwig Wittgenstein,Rush Rhees,Peter Winch",https://en.wikipedia.org/wiki/Dewi_Zephaniah_Phillips,Dewi Zephaniah Phillips
,,https://en.wikipedia.org/wiki/Flannery_O%27Connor,Flannery O'Connor
,,https://en.wikipedia.org/wiki/Alberico_Gentili,Alberico Gentili
,,https://en.wikipedia.org/wiki/Dorothy_Day,Dorothy Day
,,https://en.wikipedia.org/wiki/Martin_Luther,Martin Luther
,,https://en.wikipedia.org/wiki/Species_Traitor,
,,https://en.wikipedia.org/wiki/Green_Anarchy,
,,https://en.wikipedia.org/wiki/Diogenes_Allen,Diogenes Allen
"Jürgen Habermas,Herbert Marcuse,Max Horkheimer,Fredric Jameson,Raymond Geuss,Judith Butler,Alain Badiou,Slavoj Žižek","Immanuel Kant,G. W. F. Hegel,Søren Kierkegaard,Friedrich Nietzsche,Edmund Husserl,Karl Marx,Sigmund Freud,Georg Lukács,Ernst Bloch,Max Weber,Georg Simmel,Max Horkheimer,Hans Cornelius,Walter Benjamin,Arnold Schoenberg,Alban Berg,Charles Baudelaire,Marcel Proust,Franz Kafka,Oswald Spengler,Siegfried Kracauer,Thomas Mann",https://en.wikipedia.org/wiki/Theodor_W._Adorno,Theodor W. Adorno
"Post-left anarchy,David Graeber,Uri Gordon,Peter Gelderloos,CrimethInc.","Max Stirner,Peter Kropotkin,Emma Goldman,William Godwin,Charles Fourier,Henry David Thoreau,Leo Tolstoy,Karl Marx,Sigmund Freud,Charles Darwin,Friedrich Nietzsche,William Morris,Oscar Wilde,Robert Michels,Karl Kraus (writer),Theodor Adorno,Walter Benjamin,Guy Debord,Raoul Vaneigem,Ivan Illich,John Zerzan,Paul Goodman (writer),Marshall Sahlins,Fredy Perlman,Richard Borshay Lee,Errico Malatesta,Ludwig Wittgenstein,Thomas Kuhn",https://en.wikipedia.org/wiki/Bob_Black,Bob Black
,,https://en.wikipedia.org/wiki/World_Trade_Organization_Ministerial_Conference_of_1999_protest_activity,1999 Seattle WTO protests
,,https://en.wikipedia.org/wiki/Pope_Paul_VI,Pope Paul VI
,,https://en.wikipedia.org/wiki/Marshall_Sahlins,Marshall Sahlins
,,https://en.wikipedia.org/wiki/Richard_Borshay_Lee,Richard Borshay Lee
"Noam Chomsky,Peter Kropotkin,Carlo Cafiero,Errico Malatesta,Sergei Nechaev,Emma Goldman,Karl Korsch,Daniel Guérin","Ludwig Feuerbach,Philippe Buonarroti,Georg Wilhelm Friedrich Hegel,Alexander Herzen,Karl Marx,Pierre-Joseph Proudhon",https://en.wikipedia.org/wiki/Mikhail_Bakunin,Mikhail Bakunin
,,https://en.wikipedia.org/wiki/Richard_Cumberland_(philosopher),Richard Cumberland (philosopher)
"Great Tew,Thomas Hobbes,Richard Cumberland (philosopher),Samuel von Pufendorf,John Locke,Giambattista Vico,William Blackstone,David Hume,Adam Smith,Edmund Burke","Andrea Alciato,François Connan,Hugo Grotius",https://en.wikipedia.org/wiki/John_Selden,John Selden
,,https://en.wikipedia.org/wiki/Gustavus_Adolphus_of_Sweden,Gustavus Adolphus of Sweden
"Descartes,Gottfried Wilhelm Leibniz,Christian von Wolff,Hugo Grotius,Matthew Hale (jurist),Martin Heidegger,Mário Ferreira dos Santos,Plínio Salgado,Xavier Zubiri","Alonso Rodriguez,Thomas Aquinas,Duns Scotus,Scholasticism,Aristotle,Avicenna",https://en.wikipedia.org/wiki/Francisco_Su%C3%A1rez,Francisco Suárez
,,https://en.wikipedia.org/wiki/Jean_Barbeyrac,Jean Barbeyrac
,,https://en.wikipedia.org/wiki/Cornelius_van_Bynkershoek,Cornelius van Bynkershoek
"Giovanni Botero,Charles de Secondat, baron de Montesquieu,Eric Voegelin",Petrus Ramus,https://en.wikipedia.org/wiki/Jean_Bodin,Jean Bodin
,,https://en.wikipedia.org/wiki/John_Milton,John Milton
,,https://en.wikipedia.org/wiki/Rush_Rhees,Rush Rhees
,,https://en.wikipedia.org/wiki/Anne_Carson,Anne Carson
"Raymond Aron,Simone Weil,Georges Canguilhem,André Maurois,Jean Mistler,Alain de Botton",fr:Jules Lagneau,https://en.wikipedia.org/wiki/%C3%89mile_Chartier,Émile Chartier
,,https://en.wikipedia.org/wiki/Louise_Michel,Louise Michel
,,https://en.wikipedia.org/wiki/Homer,Homer
,"Theodor W. Adorno,Georg Hegel,Herbert Marcuse,Karl Marx,Friedrich Nietzsche,John Dewey,Bernard Williams",https://en.wikipedia.org/wiki/Raymond_Geuss,Raymond Geuss
"Norman O. Brown,Angela Davis,Jürgen Habermas,Abbie Hoffman,Douglas Kellner,Bob Black,Andrew Feenberg","Immanuel Kant,G. W. F. Hegel,Karl Marx,Sigmund Freud,Edmund Husserl,Friedrich Nietzsche,Martin Heidegger,Raya Dunayevskaya",https://en.wikipedia.org/wiki/Herbert_Marcuse,Herbert Marcuse
,,https://en.wikipedia.org/wiki/Thomas_Mann,Thomas Mann
,,https://en.wikipedia.org/wiki/Siegfried_Kracauer,Siegfried Kracauer
,,https://en.wikipedia.org/wiki/Bhagavad_Gita,
,,https://en.wikipedia.org/wiki/New_Testament,New Testament
"Theodor Adorno,Northrop Frye,Karl Haushofer,Ernst Jünger,George F. Kennan,Henry Kissinger,H. P. Lovecraft,Malcolm X,Henry Miller,Paul Nitze,José Ortega y Gasset,Arnold J. Toynbee,Georg Henrik von Wright,Ludwig Wittgenstein,Martin Heidegger,Julius Evola,Francis Parker Yockey,Michel Aflaq","Leo Frobenius,Johann Wolfgang von Goethe,G. W. F. Hegel,Heraclitus,Friedrich Nietzsche,Arthur Schopenhauer,Johann Joachim Winckelmann,Ernst Mach",https://en.wikipedia.org/wiki/Oswald_Spengler,Oswald Spengler
,,https://en.wikipedia.org/wiki/Hans_Cornelius,Hans Cornelius
,,https://en.wikipedia.org/wiki/Charles_Baudelaire,Charles Baudelaire
,,https://en.wikipedia.org/wiki/Alban_Berg,Alban Berg
,,https://en.wikipedia.org/wiki/Arnold_Schoenberg,Arnold Schoenberg
,,https://en.wikipedia.org/wiki/Andrea_Alciato,Andrea Alciato
,,https://en.wikipedia.org/wiki/Giovanni_Botero,Giovanni Botero
,,https://en.wikipedia.org/wiki/Petrus_Ramus,Petrus Ramus
,,https://en.wikipedia.org/wiki/Alonso_Rodriguez,Alonso Rodriguez
,,https://en.wikipedia.org/wiki/William_Blackstone,William Blackstone
,,https://en.wikipedia.org/wiki/Great_Tew,Great Tew
"Adam Smith,Alexis de Tocqueville,Thomas Babington Macaulay,John Stuart Mill,Immanuel Kant,John Dalberg-Acton, 1st Baron Acton,William Ewart Gladstone,Friedrich Hayek,Russell Kirk,William Wordsworth,Samuel Taylor Coleridge,William Hazlitt,Joseph de Maistre","Cicero,Saint Augustine of Hippo,Edward Coke,Hugo Grotius,John Milton,Edward Young,Montesquieu,Joseph Butler,Sir William Blackstone,David Hume,Charles Watson-Wentworth, 2nd Marquess of Rockingham",https://en.wikipedia.org/wiki/Edmund_Burke,Edmund Burke
"Ignacio Ellacuría,Enrique Dussel,Graham Harman,Frederick Wilhelmsen","Thomas Aquinas,Aristotle,Kant,Hegel,Husserl,Heidegger,Gottfried Wilhelm Leibniz,José Ortega y Gasset,Francisco Suárez",https://en.wikipedia.org/wiki/Xavier_Zubiri,Xavier Zubiri
,,https://en.wikipedia.org/wiki/Pl%C3%ADnio_Salgado,Plínio Salgado
,,https://en.wikipedia.org/wiki/Alain_de_Botton,Alain de Botton
,,https://en.wikipedia.org/wiki/Jean_Mistler,Jean Mistler
,,https://en.wikipedia.org/wiki/Andr%C3%A9_Maurois,André Maurois
"Stanislavs Ladusãns,Olavo de Carvalho,Tito Livio Ferreira,Luiz Felipe Pondé","Laozi,Pythagoras,Plato,Aristotle,Nagarjuna,Plotinus,St. Augustine of Hippo,Proclus,Avicenna,Bonaventure,Thomas Aquinas,Duns Scotus,Nicholas of Cusa,Francisco Suárez,René Descartes,Baruch Spinoza,Blaise Pascal,Gottfried Wilhelm Leibniz,Johann Wolfgang von Goethe,Immanuel Kant,Johann Gottlieb Fichte,Friedrich Wilhelm Joseph Schelling,Georg Wilhelm Friedrich Hegel,Max Stirner,Pierre-Joseph Proudhon,Karl Marx,Peter Kropotkin,Jean-Marie Guyau,William James,Friedrich Nietzsche,Ernst Cassirer,Martin Heidegger,Max Scheler,Oswald Spengler,Carl Jung,Joseph Maréchal,Maurice Pradines,Antonin Sertillanges,Étienne Gilson,René Le Senne,Paul Foulquié,Jean Piaget,Lorenz Fuetscher (page does not exist),Kurt Koffka,Susanne Langer,Stéphane Lupasco,Cornelio Fabro,Raymond Ruyer",https://en.wikipedia.org/wiki/M%C3%A1rio_Ferreira_dos_Santos,Mário Ferreira dos Santos
,,https://en.wikipedia.org/wiki/Leo_Frobenius,Leo Frobenius
,,https://en.wikipedia.org/wiki/Matthew_Hale_(jurist),Matthew Hale (jurist)
"Willis Carto,Christian Bouchet,James H. Madole,H. Keith Thompson","Joseph de Maistre,Julius Evola,Karl Haushofer,Carl Schmitt,Ernst Niekisch,Ernst Jünger,Oswald Spengler,Gregor Strasser",https://en.wikipedia.org/wiki/Francis_Parker_Yockey,Francis Parker Yockey
"Karl-Otto Apel,Peter Hacker","Eino Kaila,Ludwig Wittgenstein,Charles Sanders Peirce,Oswald Spengler,R. B. Braithwaite,G. E. Moore,Jürgen Habermas",https://en.wikipedia.org/wiki/Georg_Henrik_von_Wright,Georg Henrik von Wright
,,https://en.wikipedia.org/wiki/Arnold_J._Toynbee,Arnold J. Toynbee
,,https://en.wikipedia.org/wiki/Paul_Nitze,Paul Nitze
,,https://en.wikipedia.org/wiki/Henry_Miller,Henry Miller
,,https://en.wikipedia.org/wiki/Ernst_J%C3%BCnger,Ernst Jünger
,,https://en.wikipedia.org/wiki/Karl_Haushofer,Karl Haushofer
,,https://en.wikipedia.org/wiki/Northrop_Frye,Northrop Frye
,,https://en.wikipedia.org/wiki/Malcolm_X,Malcolm X
,,https://en.wikipedia.org/wiki/H._P._Lovecraft,H. P. Lovecraft
,,https://en.wikipedia.org/wiki/Henry_Kissinger,Henry Kissinger
,,https://en.wikipedia.org/wiki/Ernst_Mach,Ernst Mach
,,https://en.wikipedia.org/wiki/George_F._Kennan,George F. Kennan
,,https://en.wikipedia.org/wiki/Abbie_Hoffman,Abbie Hoffman
,,https://en.wikipedia.org/wiki/Johann_Joachim_Winckelmann,Johann Joachim Winckelmann
,,https://en.wikipedia.org/wiki/Andrew_Feenberg,Andrew Feenberg
,"Herbert Marcuse,Theodor Adorno,Max Horkheimer,Karl Korsch,Ernst Bloch,Michel Foucault,Gilles Deleuze,Jean Baudrillard,Jean-François Lyotard,Guy Debord",https://en.wikipedia.org/wiki/Douglas_Kellner,Douglas Kellner
,"Karl Marx,Sigmund Freud",https://en.wikipedia.org/wiki/Norman_O._Brown,Norman O. Brown
,,https://en.wikipedia.org/wiki/Frederick_Wilhelmsen,Frederick Wilhelmsen
,,https://en.wikipedia.org/wiki/Eino_Kaila,Eino Kaila
,,https://en.wikipedia.org/wiki/William_Wordsworth,William Wordsworth
,"Ludwig Wittgenstein,H. L. A. Hart",https://en.wikipedia.org/wiki/Peter_Hacker,Peter Hacker
"Hans-Hermann Hoppe,Vittorio Hösle,Jürgen Habermas","Immanuel Kant,Charles Sanders Peirce,Martin Heidegger,Max Horkheimer,Georg Henrik von Wright",https://en.wikipedia.org/wiki/Karl-Otto_Apel,Karl-Otto Apel
,,https://en.wikipedia.org/wiki/William_Hazlitt,William Hazlitt
,,https://en.wikipedia.org/wiki/Samuel_Taylor_Coleridge,Samuel Taylor Coleridge
,,https://en.wikipedia.org/wiki/Raymond_Ruyer,Raymond Ruyer
,,https://en.wikipedia.org/wiki/Cornelio_Fabro,Cornelio Fabro
,,https://en.wikipedia.org/wiki/Tito_Livio_Ferreira,Tito Livio Ferreira
,,https://en.wikipedia.org/wiki/Olavo_de_Carvalho,Olavo de Carvalho
,,https://en.wikipedia.org/wiki/Stanislavs_Ladus%C3%A3ns,Stanislavs Ladusãns
,,https://en.wikipedia.org/wiki/St%C3%A9phane_Lupasco,Stéphane Lupasco
"Lev Vygotsky,Kurt Lewin,Maurice Merleau-Ponty",Carl Stumpf,https://en.wikipedia.org/wiki/Kurt_Koffka,Kurt Koffka
,,https://en.wikipedia.org/wiki/Angela_Davis,Angela Davis
,,https://en.wikipedia.org/wiki/H._Keith_Thompson,H. Keith Thompson
,,https://en.wikipedia.org/wiki/James_H._Madole,James H. Madole
,,https://en.wikipedia.org/wiki/Christian_Bouchet,Christian Bouchet
,,https://en.wikipedia.org/wiki/Willis_Carto,Willis Carto
,,https://en.wikipedia.org/wiki/Gregor_Strasser,Gregor Strasser
,,https://en.wikipedia.org/wiki/Paul_Foulqui%C3%A9,Paul Foulquié
,,https://en.wikipedia.org/wiki/Ernst_Niekisch,Ernst Niekisch
,,https://en.wikipedia.org/wiki/Ren%C3%A9_Le_Senne,René Le Senne
"Jacques Maritain,Richard McKeon,John F. X. Knasas,Norman Geisler,Paul Weiss (philosopher),Henry Corbin,Second Vatican Council,Thomas Merton","Thomas Aquinas,Aristotle,Augustine,Bonaventure,Léon Brunschvicg,Auguste Comte,Dante,Jacques Maritain,Duns Scotus",https://en.wikipedia.org/wiki/%C3%89tienne_Gilson,Étienne Gilson
,,https://en.wikipedia.org/wiki/Antonin_Sertillanges,Antonin Sertillanges
,,https://en.wikipedia.org/wiki/Maurice_Pradines,Maurice Pradines
"Karl Rahner,Bernard Lonergan,Richard De Smet","Thomas Aquinas,Immanuel Kant",https://en.wikipedia.org/wiki/Joseph_Mar%C3%A9chal,Joseph Maréchal
,,https://en.wikipedia.org/wiki/Jean_Piaget,Jean Piaget
"Émile Durkheim,Josiah Royce,Peter Kropotkin","Epicurus,Epictetus,Plato,Immanuel Kant,Herbert Spencer,Alfred Fouillée,Pierre Corneille,Victor Hugo,Alfred de Musset",https://en.wikipedia.org/wiki/Jean-Marie_Guyau,Jean-Marie Guyau
,,https://en.wikipedia.org/wiki/Nagarjuna,Nagarjuna
,"Immanuel Kant,Georg Wilhelm Friedrich Hegel,Karl-Otto Apel",https://en.wikipedia.org/wiki/Vittorio_H%C3%B6sle,Vittorio Hösle
"Ronald Dworkin,John Rawls,Joseph Raz,John Finnis,Neil MacCormick,Brian Barry,John Gardner (law),Tony Honoré","Jeremy Bentham,John Austin (legal philosopher),J. L. Austin,Ludwig Wittgenstein,Hans Kelsen,Max Weber,Friedrich Waismann",https://en.wikipedia.org/wiki/H._L._A._Hart,H. L. A. Hart
"Damascius,Pseudo-Dionysius,Ammonius Hermiae,Marinus of Neapolis,Marsilio Ficino,St. Thomas Aquinas,Nicholas of Cusa","Plotinus,Iamblichus,Aristotle,Plato,Plutarch of Athens,Syrianus",https://en.wikipedia.org/wiki/Proclus,Proclus
"William F. Buckley Jr.,Pat Buchanan,Michelle Malkin,Rick Santorum,Jerome Corsi,Antonin Scalia,Robert Novak,Mel Bradford,John Derbyshire,Roger Scruton","Edmund Burke,J. R. R. Tolkien,C. S. Lewis,G. K. Chesterton,John Henry Newman,John Randolph of Roanoke,Alexis de Tocqueville,T. S. Eliot,Joseph de Maistre,George Santayana,John Porter East",https://en.wikipedia.org/wiki/Russell_Kirk,Russell Kirk
,,https://en.wikipedia.org/wiki/Kurt_Lewin,Kurt Lewin
,,https://en.wikipedia.org/wiki/Lev_Vygotsky,Lev Vygotsky
,,"https://en.wikipedia.org/wiki/John_Dalberg-Acton,_1st_Baron_Acton","John Dalberg-Acton, 1st Baron Acton"
"Plato,Western philosophy","Thales of Miletus,Anaximander,Pherecydes of Syros,Themistoclea",https://en.wikipedia.org/wiki/Pythagoras,Pythagoras
,,"https://en.wikipedia.org/wiki/Charles_Watson-Wentworth,_2nd_Marquess_of_Rockingham","Charles Watson-Wentworth, 2nd Marquess of Rockingham"
,,https://en.wikipedia.org/wiki/Thomas_Babington_Macaulay,Thomas Babington Macaulay
,,https://en.wikipedia.org/wiki/William_Ewart_Gladstone,William Ewart Gladstone
,,https://en.wikipedia.org/wiki/Sir_William_Blackstone,William Blackstone
"Adam Smith,David Hume,Thomas Reid,William Paley,Jeremy Bentham,David Seabury,C. S. Lewis,John Warwick Montgomery","Plato,Thomas Hobbes,John Locke,Francis Hutcheson (philosopher)",https://en.wikipedia.org/wiki/Joseph_Butler,Joseph Butler
,,https://en.wikipedia.org/wiki/Friedrich_Hayek,Friedrich Hayek
,,https://en.wikipedia.org/wiki/Edward_Young,Edward Young
,"Paul Ricoeur,José Ortega y Gasset,Karl Marx,Emmanuel Levinas,André Gunder Frank,Mohammed Abed al-Jabri,Xavier Zubiri",https://en.wikipedia.org/wiki/Enrique_Dussel,Enrique Dussel
,,https://en.wikipedia.org/wiki/Edward_Coke,Edward Coke
,,https://en.wikipedia.org/wiki/Alfred_de_Musset,Alfred de Musset
"Temenos Academy,James Hillman,Harold Bloom,Charles Olson,Dariush Shayegan,Gilbert Durand,Hossein Nasr,William Chittick","Avicenna,Shahab al-Din Suhrawardi,Ibn Arabi,Martin Heidegger,Étienne Gilson,Louis Massignon,Martin Luther,Muhammad Husayn Tabatabai,Hossein Nasr",https://en.wikipedia.org/wiki/Henry_Corbin,Henry Corbin
,,https://en.wikipedia.org/wiki/Pierre_Corneille,Pierre Corneille
